river,station,target,nse,rmse,mae,r2,pbias,n_test,nse_obs,rmse_obs,n_obs
han,S01004,toc,0.12672978246507238,0.3996220530802333,0.25423932831033863,0.20496122649706366,5.1116508017816065,448,-0.04323092824812358,0.43689339779356773,434
han,S01005,do,0.2795985852350529,2.297418710778479,1.3799205064819813,0.30421169920644,-2.937810788553764,448,0.6361156942331048,1.2975568778861652,411
han,S01005,toc,0.0897123222570354,0.6164982441003295,0.423797548039616,0.1096277820388832,-3.4870923036134776,448,-0.29793713228659,0.5496663052483926,365
han,S01005,tn,0.17182653024177574,0.7069858271491728,0.5317071304182617,0.18417624242115752,2.762598702500581,448,-0.9941782672293002,0.6970467195728738,356
han,S01005,tp,0.17549114401128052,0.018347884679817978,0.010760700208135642,0.18405705782457646,-3.0297156688406663,448,0.10597755057463043,0.025073837778798205,370
han,S01005,chl-a,0.2668043656404374,4.515821894563204,2.93869581759131,0.2795102786271959,-6.129417013704701,448,0.2960206176277108,4.656161333720191,416
han,S01006,do,0.14551443398103958,1.7305444212564702,1.277107022764408,0.32639862313058154,-8.465191019572263,442,-0.16980424971670005,1.2764365803263915,410
han,S01006,toc,0.031643465608953036,0.6644670721882845,0.4322684870849129,0.12859623147939728,11.160821189406201,442,-0.26676715940713813,0.7377613641939547,405
han,S01007,do,0.652194862774713,1.7096283344719412,1.1349405052910286,0.6607489749619493,-2.8714830530721778,446,0.5579391311945805,1.253724909306634,347
han,S01007,toc,0.37021778021142915,0.4897327828433767,0.3255446872712004,0.3804392112662872,-2.0582200119218745,446,0.18148206333643446,0.5746500131673492,309
han,S01007,tn,0.32837883214441943,1.0250391681724922,0.7258843699639936,0.33781520690025213,-1.1618365069999397,446,-1.6609184000707118,0.9955945813947065,313
han,S01007,tp,0.1116451731840089,0.006545610921550064,0.005017521738339772,0.1932060671722164,-19.01768796121438,446,0.12858930488303166,0.0074544840543008025,337
han,S01009,do,0.6440217167643589,2.4102940370633568,1.680085966878919,0.662846237197685,5.219050581438481,448,0.1529836236762131,2.2767264728118324,392
han,S01009,toc,0.40318713248927085,0.7538641481750581,0.5576736466831945,0.4376548630815931,5.033802897074283,448,-0.020824059870342415,0.7642970255193857,372
han,S01010,do,0.4811448099193283,1.8995712277524246,1.206939163215483,0.49610322467048357,1.8874228528988908,448,0.5333878771458243,1.4425168995282796,428
han,S01010,toc,0.03920120362943491,0.23208380474125695,0.16027392523090508,0.13021916144248405,3.3610341976057008,448,-0.1266200265685733,0.22118858343289,412
han,S01010,tn,-0.07036898496264077,0.2963715646244197,0.1620503200788204,0.0616241683279935,1.2329717522837496,448,-0.5482129842470713,0.21954950670808096,429
han,S01010,tp,0.5371156212114878,0.004158218350891891,0.002923143253291163,0.5494070849699301,6.513765107528821,448,0.5518591042673502,0.0042954633877544425,414
han,S01010,chl-a,0.13338456438067237,3.954083431873817,2.681118203793921,0.24481633657855378,37.43124448651016,448,-0.2362661761023832,4.085762967679611,390
han,S01011,do,0.5900789004983118,2.3363144485594773,1.5795154998511234,0.609064194705781,-4.2608895560211035,448,0.3191571724301695,1.7280878205235572,389
han,S01011,toc,0.24382935297328256,0.7391680500164935,0.5425599910908897,0.38220070809453105,12.686949975816702,448,-0.3194770776616047,0.8938202901498268,347
han,S01011,chl-a,0.26730274261551934,8.052428030110509,4.848919990611828,0.2673644126700503,-0.763149054869662,448,0.43088759653322617,6.80604869885053,382
han,S01012,do,0.3093105774818464,1.94967444661745,1.282283694561747,0.3298619011860699,1.9524067956849653,448,0.2150995103424329,1.5124120176098264,390
han,S01012,toc,0.3475718773261436,0.4920322392950958,0.23954433285260607,0.3776033965381584,5.9050316184449825,448,0.2101532292950874,0.592881951743136,385
han,S01012,tn,0.2814679316482255,0.346942536666958,0.24457976794921127,0.30625843956979765,-4.17450637977024,448,-0.07970248350639553,0.25880003111040994,392
han,S01012,tp,0.3533951929952922,0.010519366448197532,0.005071115573521453,0.42649883436805663,11.084699095828093,448,0.33062183086959906,0.0129163858437516,340
han,S01012,chl-a,0.22880774620356437,14.215444124551448,8.017966884907695,0.41025445745496725,31.740886042372235,448,0.1522347254529819,15.755456255895027,390
han,S01013,do,0.4696648548072788,1.9192423135475336,1.4426631935130314,0.5106877263669669,6.720750671620332,441,0.348544413522725,1.7376026723621214,427
han,S01013,toc,-0.24893337626610812,1.1132120081844454,0.905329589258662,0.2321831626400031,-12.602875152075569,441,0.1484667974454218,1.0638582916854762,341
han,S01014,do,0.7362002861827504,1.6934378499560738,1.0790150455583432,0.7473955825057197,-2.7505437297006625,448,0.5277926698266673,1.3762487558694085,337
han,S01014,toc,0.015808818308221118,0.2563194269004471,0.21712151320630552,0.4407334401568826,-19.063700886293056,448,0.20077089081781163,0.2776333982299692,315
han,S01014,tn,0.34428493286725115,0.6855985375506659,0.5272253526749465,0.3500740787737304,-2.71682356642884,448,-0.8644091110929721,0.705845492671176,285
han,S01014,tp,0.042356838446535594,0.009137864774214426,0.006479418315068879,0.18751922600113072,-29.13927341909342,448,0.10432645642576022,0.00964152371014771,307
han,S01014,chl-a,0.30901155101669875,1.3580602349626827,0.9963382992698969,0.3871228985922973,9.035163062932579,448,-0.1964461693366062,1.3673112012497965,336
han,S01015,do,0.4582625600996153,1.9317995380250952,1.4827339181901509,0.5292002327345589,6.512519215483834,448,0.15613965011683795,1.8285750045404157,405
han,S01015,toc,0.1684162969561701,0.5341311160548449,0.3215262766822318,0.1725805726160471,-1.4519059660793543,448,0.046642494829037706,0.7479588735035115,349
han,S01015,tn,0.6060069217805334,0.4450281673375227,0.3121069891603675,0.6149307457513735,3.4362257609602835,448,0.49887544370057146,0.4531005183965334,383
han,S01015,tp,-0.10000692580448156,0.008528173228060426,0.006517295877295444,0.16486593734578173,-34.528842840662264,448,0.04112578459442928,0.007182303938743424,345
han,S01016,do,0.6227680008526933,2.3372002511551306,1.6316371901852729,0.6244380748698192,1.889965695505448,448,0.3283826910738582,2.011548266273634,374
han,S01016,toc,0.4082447791311913,1.1640185384065005,0.7800988952101726,0.4163848492409446,-4.216768570847151,448,0.38116819956496406,0.9101660265491119,365
han,S01016,tn,0.5268358332315279,1.055816710189195,0.7718281898527193,0.5299398905500852,2.092332975647625,448,0.30518736692704995,0.862843808108765,369
han,S01016,tp,-0.5294069734528939,0.019323637932322724,0.016130860934216968,0.22565652056300475,-53.530744357011905,448,-0.7151709425673383,0.018249879692633156,364
han,S01017,do,0.372574681071392,3.051316956318531,2.4196673231527908,0.6078567431634697,-19.95578622156858,448,-2.3104707551487444,1.7886982545237786,275
han,S01017,toc,0.45178546255657204,1.2380134997978176,1.031091881267553,0.5545147206811509,-10.199491889058214,448,0.04636138158218739,1.4326246505724836,213
han,S01017,tn,-0.026566002213459727,1.05663004148468,0.8866494579620178,0.33871818615948296,-12.964293393385251,448,-0.08109481461182577,0.8330285598770841,219
han,S01017,tp,0.02883765443391262,0.018939471746939728,0.011896201868012475,0.09955113696913682,-7.968048749552151,448,-0.030717701853508972,0.027796777041131267,221
han,S01018,do,0.7494786931248184,1.292625942263041,1.01059833271731,0.7525012001155286,1.1644586941744302,448,0.657818379209975,1.1781161471026023,357
han,S01018,toc,0.36580254961562986,0.33178506669944446,0.24501090762434466,0.4094498146790525,-0.03138497638277363,448,0.3484900305143026,0.295760449166903,338
han,S01018,tn,0.37007096451228993,0.7064989732324988,0.5202693237774734,0.37182281198141187,1.3734666557826392,448,-0.6983569177618916,0.62417275500591,348
han,S01018,tp,0.18722819720910733,0.0062006413457602215,0.00345083404846695,0.2066589260048277,8.564352096980631,448,0.17047312617985066,0.007131493787635906,344
han,S01019,do,-0.25869528184729695,3.17500628208745,2.1867182653477903,0.01983883669384496,-11.432219048292001,448,0.4480615207318378,1.401801927987498,327
han,S01019,toc,0.4829128274088781,0.34483897859728413,0.263591183678865,0.5172276073733743,-3.133597721303364,448,-0.3846593377505758,0.29010117447136585,327
han,S01019,tn,0.303019482587342,0.43800895756927427,0.3533021564671431,0.39739212012527053,-11.554292430529076,448,-0.19527143338249386,0.34804504416464604,314
han,S01019,tp,0.32156378440031674,0.0029117100799953867,0.002049565125085501,0.35916652891764234,-13.55670903920051,448,0.33628253163596256,0.003609234379266574,317
han,S01020,do,0.26925821980240605,2.493759481576573,1.693653430202175,0.29596622436200254,3.8316304857939327,448,-0.2965150181600469,2.0025042734593,397
han,S01020,toc,0.009921747364266431,0.31906656122066485,0.22898073404469596,0.19612224783684262,4.171329886158836,448,-0.4793426845665112,0.3479978547768293,380
han,S01020,tn,0.4859785656561907,0.3546534270841361,0.26235060912265656,0.49577812057293347,-1.4955106745180997,448,0.43054749030353123,0.388229594018432,408
han,S01020,tp,0.11145886350043199,0.015061245343805816,0.008742101461141013,0.1945300424698515,-5.417415428692649,448,0.17278794039087653,0.01870500416972745,405
han,S01020,chl-a,0.47841135480773345,9.402434667980883,5.183768658528314,0.6218641674521304,22.340604993205655,448,0.4471049294816758,10.555574920143322,422
han,S01021,do,0.594441525609802,1.7335484385703184,1.1823492923049828,0.5955304122575856,0.6323674644725852,430,0.6596875417101442,1.2154859657534904,383
han,S01021,toc,0.2258681967749906,0.6090325495157344,0.4376677264358722,0.2326643364205955,1.818384690126219,430,-0.0018844046839283646,0.5401556113679397,346
han,S01021,tn,0.20102759622940514,0.8184303855551013,0.683119211558816,0.39912044410581243,12.348180278603172,430,-0.5022568443080935,0.9074630823889385,374
han,S01021,tp,0.22034817645664795,255.40296415712402,156.03330744040414,0.2296346540733331,16.3369726180594,430,-31784528.625984285,134.70250130723747,365
han,S01021,chl-a,0.16430856525887505,2.84456923756072,2.0171561756331546,0.20517629355748504,4.702721241064467,430,0.03127313635597406,2.9473700395841984,360
han,S01022,do,0.3570118502656424,2.3252817208259886,1.8616151819727558,0.3586995776169928,1.9270146569676967,424,-0.314237619292731,1.9091368565180713,368
han,S01022,toc,0.32965596145694764,2.0277522834403223,1.6030296420966046,0.379349840250844,-5.227012208614159,424,0.06975225543580377,1.6401907028508154,339
han,S01022,tn,0.24257796019925182,2.2207677307980362,1.662313849711677,0.2510758873132992,1.7113680126703916,424,-0.21342595362228245,1.8021285391792756,364
han,S01022,tp,-0.041601650750029195,0.05802929711360577,0.04846628664417576,0.1619283623072439,20.46631202391801,424,-0.7249097590393201,0.06463850816517486,336
han,S01022,chl-a,0.2801123341559262,7.4062464255143325,5.215772430721538,0.32548135831665287,2.7487040362479407,424,0.34205133727661696,7.4615493223440605,378
han,S01023,do,0.5278289814344393,2.92893484173534,2.1375854648902233,0.5395478768602404,3.7979699660889383,430,-1.1152354040354084,2.8231503449151707,363
han,S01023,toc,0.07582991631631064,1.4158915476695355,0.9870890057717472,0.11908212431703045,4.263673593541487,430,-0.23910519944773845,1.3694238337570768,337
han,S01023,tn,0.5936407988365213,1.243095188130312,1.0179073443714988,0.6170260775759734,2.171350129373036,430,0.3010475980730204,1.204726110094481,343
han,S01023,tp,-0.012428874823822378,0.04064728206345621,0.026342170506700992,0.0594078069614304,14.00186118510433,430,-0.2846080389299803,0.05128781038968939,349
han,S01023,chl-a,0.3261698637047713,31.317250915241118,17.440944983568563,0.3625921964512454,25.53416433127157,430,0.310151881954995,38.09997312219011,358
