target,n,leg_nse,chr_nse,leg_rsr,chr_rsr,leg_rmse,chr_rmse,leg_pbias,chr_pbias,leg_mae,chr_mae
chl-a,85584,0.615443680665606,0.8156152239001107,0.620126051165724,0.4294004845128721,15.494231622223296,10.728835779807165,13.301800682448132,3.0286571376499,6.55351786848865,4.533530250539981
do,111716,0.6547244087976319,0.8522328078174439,0.5876015582028081,0.3844049845963968,1.5714091453442418,1.0280052867085872,6.08557124273001,-0.4560415652264783,1.0738267838780573,0.6335549386183038
tn,77758,0.8531004080327109,0.9461630301590968,0.38327482563728227,0.2320279505596324,0.5605408924994248,0.33934176155517726,8.335789790422165,0.1212694048139017,0.3391108054314353,0.18576795772071578
toc,107788,0.7697776409789339,0.8736613604357198,0.4798149216323582,0.3554414713624174,0.6701804245250317,0.49646208450763224,6.105299399088471,0.40192728800688365,0.39123204108606835,0.2441467756173735
tp,76298,-301509.09590424923,0.7993000852477923,549.0993497576275,0.44799544054845886,20.489362853358998,0.016716721923089997,8535.689989800183,2.867175018649192,2.6839097432771317,0.006705323033797897
