river,station,target,nse,rmse,mae,r2,pbias,n_test,nse_obs,rmse_obs,n_obs
nak,S02001,do,0.2680306255293492,2.0306515607372866,1.465379886569005,0.2883880891354582,0.3768793344988626,448,0.2922252052918419,1.7144675423853535,437
nak,S02001,toc,0.1292677078959249,1.3226009040980344,0.7844564858144383,0.13502839938321493,-1.9244801364089732,448,0.13328644393161848,1.6841481221002423,422
nak,S02001,chl-a,-0.7562301418359769,1.7259291170797888,1.0353299743321254,0.00045047445033791276,-5.792791437884195,448,-3.4068813722028404,1.0931915722723036,432
nak,S02002,do,0.6210046086421653,1.8360500145174936,1.2723537582063054,0.6378508257704006,3.6138488860293783,385,0.6147234150385523,1.7630853721681912,359
nak,S02002,toc,0.3689200244683961,0.6684302233962043,0.43549313122343564,0.3796260582763169,1.7555168734054345,385,0.32712106628430404,0.6173064750059107,333
nak,S02002,tn,0.5482088158893836,0.33554052042445026,0.259281561537669,0.5797356305332262,-0.6345164917433032,385,0.602128715128543,0.32391239293835633,334
nak,S02002,tp,0.5713715689454599,0.012716261479117247,0.009841590041987704,0.6069756718375356,7.0674379082189205,385,0.5564408326447842,0.015368259685785835,344
nak,S02002,chl-a,0.32834927080122056,10.648093718226393,7.680672187398131,0.3703599090073516,-15.393978873801606,385,0.37165855111166257,11.111461365697638,364
nak,S02003,do,0.31258988819078826,2.9499324835514846,2.163236122039259,0.4731258909101655,-16.340477313175235,430,0.6494851804875068,1.303882248729187,296
nak,S02003,toc,0.12385597681670502,0.7445759113010078,0.5068230614782281,0.209408118817335,5.121297925386425,430,0.14006509808516687,0.7602135991136705,415
nak,S02003,chl-a,-0.0544057259204227,6.650657582864614,5.449349300024661,0.29482656708596666,-33.095359883828316,430,-0.06450163418958876,7.013045362458765,399
nak,S02004,do,0.8087264068037135,2.2287935377781167,1.2909578689389554,0.811265226853866,-4.035269764505642,448,-0.7009954696756922,2.622555100650583,194
nak,S02004,toc,0.6918990692658242,0.7840070966989718,0.5308076440254568,0.716424940339958,-8.307917781042642,448,0.09811765173465015,0.9293197403737526,184
nak,S02004,chl-a,0.027856945903186214,10.084524176654234,8.48237839767515,0.2654241103999899,-56.70581820881294,448,0.031689539251322896,7.201394686433203,179
nak,S02005,do,0.2309541798583571,2.4594822469831072,1.8252406691703669,0.3052291155001882,7.041325555104493,437,-0.14792621611760604,2.4140089662178337,419
nak,S02005,toc,0.3142669404323891,0.7358259941501063,0.5439241044794353,0.32509791228130147,0.5098274182250647,437,0.33293422892547997,0.703747379171325,381
nak,S02005,tn,0.5031228318475864,0.5060127430023684,0.38842688607095555,0.5170668219195657,2.070643839631451,437,0.4868303717733182,0.51506895887859,404
nak,S02005,tp,0.4946413666589101,0.01669685423888175,0.010888388730616396,0.5026093454198144,-2.0025244245267726,437,0.5101187528505982,0.0199599429719304,382
nak,S02005,chl-a,0.30079686830267327,15.603541447817312,10.334384372661672,0.3237075808770784,4.393327171941399,437,0.32690277189896,16.080913909727048,420
nak,S02006,do,0.45598806606231823,1.9662605956443324,1.3812935437466065,0.46159539450810655,1.9516156236235087,442,0.501997327107689,1.6309858701059852,431
nak,S02006,toc,0.4497156846198971,0.4633474307691286,0.3594736821818443,0.5082449062143098,-3.6194389888420915,442,0.5016779064581052,0.49566465819801847,358
nak,S02006,tn,0.4120017159029187,0.6269895194559569,0.4840537299665718,0.4154472787486872,1.7133663361074178,442,0.42642517571241123,0.5370934327069244,401
nak,S02006,tp,0.6463398748115008,0.009588594633287028,0.006180101690749661,0.650506980088052,3.1190983246311035,442,0.6461084898732319,0.010527266648460378,366
nak,S02006,chl-a,0.3751632042065435,16.577790781148845,10.81308187805273,0.39872670642265073,10.423591391887065,442,0.35320952709958164,17.495503702455558,434
nak,S02007,do,0.5610283938940241,1.7832399624315816,1.3467512913133446,0.6008524158341859,4.406944962512213,448,0.6058650754948416,1.6450629000708408,441
nak,S02007,toc,0.2703560358721926,0.47340497662447817,0.34065218824923044,0.31013700192005683,3.75423666673004,448,0.11997044963949033,0.7162898805975444,434
nak,S02007,chl-a,0.3101212458519973,18.78994531466018,12.9205884193342,0.3801640376667662,14.988420784303374,448,0.30171766857519644,19.76746839686769,425
nak,S02008,do,0.5093761752768833,2.0072659517277955,1.544931539994683,0.5506200899301968,5.534867085578986,448,0.33020331705090544,1.9996631516420136,418
nak,S02008,toc,0.37597069770591096,0.48837481471369554,0.35856841160543645,0.45394248971693857,4.9412783303471866,448,0.3501032290290582,0.5189903369897522,416
nak,S02008,chl-a,-2.0461422228324966,2.055301114238345,1.7241892773945564,0.1433214276312748,11.516383908103535,448,-1.6784099815886,1.9089319098994855,424
nak,S02009,do,0.19992270329208583,2.5399520513488687,1.922918596496357,0.39261193905171954,-13.141735465829306,430,0.7187084484294817,1.3977890040271919,316
nak,S02009,toc,0.19204049722147998,0.9209199405552706,0.6987275542883917,0.30471752823305914,-12.307532686833598,430,0.4897244317903502,0.6791119052929026,304
nak,S02009,tn,0.7551440279863648,0.25669603252821677,0.1816348831926847,0.7582969209097185,0.37564769061535075,430,0.7914222901905092,0.29646664037482745,275
nak,S02009,tp,-0.01503503120840155,0.014684498924138647,0.009112924215089305,0.2165393975236775,-6.417696876253929,430,0.5535755140074308,0.013013649647139578,218
nak,S02009,chl-a,0.5995612679126283,8.070472642529143,6.363436609258905,0.6048441788079969,-3.455810321669729,430,0.6287496240045453,9.419262253571974,310
nak,S02010,do,0.5090828323413628,2.314820063958181,1.6896021605374814,0.6059971182114577,-23.526995902801733,448,0.6152101166707218,1.3973901741594206,297
nak,S02010,toc,0.17974603184916849,1.090445389127624,0.8332553828743908,0.2313597468994674,3.9507199082901714,448,0.01325833854519265,1.1861723394234418,395
nak,S02011,do,0.49377869551277653,2.1308960195764186,1.4307887295149133,0.4965212897554966,0.09298579270027617,448,0.13805377355134973,1.9584283227999597,353
nak,S02011,toc,0.31157254152292235,0.7623596411392994,0.5729463870949437,0.34443603156602853,5.386514774612767,448,-0.1867705893228333,0.9153041686949384,349
nak,S02011,chl-a,0.16631820476002068,3.389669321893497,2.178590475399475,0.17710655194898914,8.906210033416887,448,-0.009243132125913434,4.017449937478806,342
nak,S02012,do,0.6534573472586831,1.674712707550603,1.0466658361601244,0.6567345266734018,-1.6052083875354464,448,0.814701099347477,1.123955437017324,440
nak,S02012,toc,0.3956785465833341,0.6189593331095189,0.4019739884776393,0.3990815544729402,0.620119937477465,448,0.43369017768727736,0.6516898727407415,431
nak,S02012,chl-a,0.5260459852825521,9.08802580413821,7.113721390887,0.5482743908356191,7.548387336937489,448,0.5312963305347911,9.572181550785933,379
nak,S02013,do,0.6491128085010738,1.287801346526421,0.8246408501227486,0.6743241189476141,3.475837164770194,448,0.7044600245310122,1.1248927476320312,444
nak,S02013,toc,0.00858478118176953,0.4116889371590187,0.2862845780698648,0.22677005101265366,-2.6150132542980065,448,0.09590890741548719,0.4047994529430098,441
nak,S02013,chl-a,-0.40585039875831797,1.5797981412009454,1.0812591793743749,0.07356466327870102,1.5632386836989698,448,-0.6368812988812764,1.407224673319438,440
nak,S02014,do,0.3336538040240218,1.869744307613356,1.3365277473337571,0.3843027713137496,-5.986375817159648,442,0.18458039476216848,1.4415495102452087,328
nak,S02014,toc,0.15104230726597545,0.7165513083935151,0.4492234924010417,0.22750659008259846,-1.9601772341278296,442,-0.20706007837214235,0.8315597192117679,306
nak,S02014,tn,0.3278929084390805,0.66684818443379,0.44053597869889666,0.35675378993193085,2.4856658036947192,442,-0.18815183181384199,0.7052912028437684,316
nak,S02014,tp,-0.1338440307297606,0.008001774503565368,0.005093777830735187,0.12542700231274234,-26.29536332687321,442,-0.14719647291467663,0.009168394322331542,305
nak,S02014,chl-a,0.47204949238737814,2.48266346689087,1.8460837015730462,0.5172530724202634,10.233524158333008,442,-5.474906019940822,2.4668281037733735,337
nak,S02015,do,0.06597153236829378,2.55359663405208,1.9379860857997726,0.22795502320028607,-10.787274901496483,385,0.6352804840502138,1.3097557788049747,254
nak,S02015,toc,-0.012945754914154062,0.7258888149288729,0.5333048821818024,0.24355241543502623,-11.45282920270925,385,0.23603852752286536,0.7118188178214039,369
nak,S02015,tn,0.34823856003452636,0.4426920347108696,0.29945289803383796,0.390851929536223,-2.234320083327879,385,0.48234044377909535,0.3914534003310645,377
nak,S02015,tp,0.487902330256353,0.012589990603270405,0.007405321341706528,0.49270984155996467,-6.581805722811771,385,0.5670609506302805,0.012664266630958699,361
nak,S02015,chl-a,0.1721832965736827,12.621625421241168,9.635913094021138,0.32362640912616825,-3.1416811708298624,385,0.17140037651090756,13.096887046237264,373
nak,S02017,do,0.32894546178728423,2.339583329078876,1.725362115850799,0.43636547034995216,-9.931248142287155,448,0.6306363764820435,1.2606524854971493,318
nak,S02017,toc,0.6387562098112555,0.3567818885440129,0.27021551664090415,0.6649383308552191,1.1446084653656645,448,0.6282537470939633,0.40658146114432064,380
nak,S02017,tn,0.41074403526152925,0.5824139764784185,0.44759249095449444,0.4284619201649624,3.421837890329951,448,0.4300052433027419,0.6175005761755448,374
nak,S02017,tp,0.4315399286960584,0.01792424433496392,0.011479899178629429,0.6000028239059366,18.424788973224235,448,0.3924975854172922,0.020769710357231817,390
nak,S02017,chl-a,0.41322561551451886,18.125981362771107,11.416393363227892,0.4431655802628011,7.555273356668281,448,0.4001918369125014,19.082882669534747,443
nak,S02018,do,0.6270921774628588,1.7015431125143003,1.106289480986047,0.6298143185370632,-0.19266664492366636,448,0.3092981632678595,1.4316307757611177,310
nak,S02018,toc,0.2533783218845507,0.3865454917727764,0.27912359548597016,0.28850979774955765,-4.874690197707634,448,0.06755024043101154,0.47048181690403496,301
nak,S02018,tn,0.5157444417838013,0.35218593194683134,0.2422824136276064,0.5237454252664687,0.4200351928066298,448,-0.14496567835146146,0.35935700312389124,282
nak,S02018,tp,0.09667329871991537,0.0037004569505141847,0.002432690605047369,0.18385348644144797,0.7199287033905754,448,0.1843069982878187,0.003927011522051795,304
nak,S02019,do,0.19120971569692258,1.2511306042270398,0.9649284605582361,0.2390842017962734,-3.344449116175759,448,0.2741846500259725,1.1642587136106253,437
nak,S02019,toc,0.13117359227001657,1.1017226323446077,0.8199161571298248,0.1697218071508498,0.8187520290754696,448,0.21707387730953687,1.1437758187856106,351
nak,S02020,do,0.6326643007142967,1.926359155427849,1.5167753387322738,0.6686223429193663,-1.6055047158423565,448,0.7010219369726366,1.6618488219369403,377
nak,S02020,toc,0.3979024032699824,0.5350353209347111,0.36174289842046753,0.44206838651740527,5.3061318278448,448,0.2238572153959666,0.5905589725358846,387
nak,S02020,tn,0.3630512586686462,0.5547524348079987,0.3759542141570949,0.4256059126076907,5.28611014872826,448,0.1614161291303905,0.6259962030585887,373
nak,S02020,tp,0.545904681130954,0.011431942713222763,0.006995683584601576,0.5896230597806185,3.8809503576447733,448,0.5382081948926265,0.012940559949228604,371
nak,S02020,chl-a,0.23489241804672667,10.657137172228136,7.2143512876236136,0.2523193653981967,6.137589191383503,448,0.21793957603241543,11.64185045759966,378
nak,S02021,do,0.5072915363221479,2.3110494985949783,1.844543310870011,0.5898722932362284,-7.488775933465547,448,0.6504003749479452,1.5372534235341901,317
nak,S02021,toc,0.4910985372499864,0.658330036362442,0.46841340106821344,0.4948488536061627,-2.0437253823362043,448,0.5293651201069487,0.7651293496255,385
nak,S02021,tn,0.09081319950331257,0.6803309451952223,0.4704968807485232,0.2780540636796586,9.959126430882606,448,0.037471400277632294,0.7493348811016303,435
nak,S02021,tp,0.22204796750094236,0.023837251192013794,0.008654484079576462,0.23197019158343457,12.497981387599227,448,0.22057068731791507,0.025710772247917745,421
nak,S02021,chl-a,0.04390631148581847,8.842383679174691,5.985262237110104,0.20867675375156738,14.65496116228229,448,0.04851823308223013,9.222271991218637,442
nak,S02022,do,0.4881796536546539,1.7255887375100927,1.2916019407701047,0.49555627695180704,-1.9578609757868566,448,0.5950604068373746,1.5050807598257625,433
nak,S02022,toc,0.32463405021080227,0.6698911813336456,0.42306249327517687,0.41963834719805504,4.1852604466079555,448,0.3086044016847058,0.6919932075237379,425
nak,S02022,tn,0.3202320571748696,0.4786685834811905,0.3367580960351095,0.3273433300957886,0.3833976888749011,448,0.4647135058296574,0.4068435790493973,426
nak,S02022,tp,0.3469413828289729,0.014015020117641261,0.0072316983123766705,0.4020102917319521,18.628901467823358,448,0.33822613008301694,0.01524105071364746,407
nak,S02022,chl-a,0.25300863683359054,14.429721854320656,9.154362266962309,0.25536165733257543,-2.0038934853429566,448,0.254690400340433,15.348005622860436,416
nak,S02023,do,0.7236301094866323,1.6175337212614709,1.152696551403695,0.7364238350198337,0.8578684576219795,430,0.778245761002053,1.4928481248012664,405
nak,S02023,toc,0.29309937508542283,0.7083919449154482,0.40926616739959587,0.3245921228217368,5.677981920512678,430,0.29077294882287974,0.6911692110346227,410
nak,S02023,tn,-0.014208121187909262,0.4356734632936574,0.32563329818081815,0.07608202228869058,1.975927718620597,430,-0.06428562071696309,0.45105300014493566,378
