river,station,target,n,point_dSE,point_DM,point_p,point_sig5,crps_n,crps_d,crps_DM,crps_p,crps_sig5
han,S01002,tn,327,0.21491261064422199,3.0677710113987757,0.002337342470871274,True,295,0.05566955385815845,2.8215334257396445,0.005105023113828978,True
han,S01005,tn,345,0.3822010152601331,4.906428615403401,1.434039836828666e-06,True,311,0.06312284421944143,4.366356442295117,1.7240747040735554e-05,True
han,S01007,tn,313,0.8949611993116908,3.801533568059809,0.0001729374290553098,True,279,0.1870740206223641,4.257358658341559,2.832053628767189e-05,True
han,S01010,tn,418,0.028513084984921614,2.149957685399558,0.03213306070456706,True,384,0.031601644210543345,3.1473923834758226,0.0017763290677721211,True
han,S01012,tn,392,0.04646053574044385,3.032042801156271,0.0025908777455064843,True,358,0.05024951569269877,4.28853857485403,2.3178401271395578e-05,True
han,S01014,tn,285,0.28902852329213424,2.9882530548855737,0.003050992191397017,True,251,0.07785432804213915,4.000051542768814,8.345312267416565e-05,True
han,S01015,tn,372,0.05728647280568092,3.3752664216121686,0.0008153618292991879,True,338,0.002404046579860867,0.22385405666520647,0.8230065101325414,False
han,S01016,tn,369,0.5606906689323907,4.028084589632112,6.833269867436487e-05,True,335,0.09397822405529617,3.573779580593451,0.00040368303331001924,True
han,S01017,tn,219,0.2502431717341249,2.039527537359164,0.04260365510968869,True,185,0.06716231050973225,2.2021620183963795,0.028896815092640055,True
han,S01018,tn,348,0.3289032523324697,4.0077519200802,7.50569846319053e-05,True,314,0.09494389845820889,4.708864247779975,3.748708754997129e-06,True
han,S01019,tn,303,0.06460677573858307,3.225881405361593,0.0013936655152760897,True,269,0.048317304822218715,4.905312852241401,1.6201394074696568e-06,True
han,S01020,tn,397,0.06640130371311972,2.3229262373996415,0.020689041745191938,True,363,0.036411355771058314,2.7166660807424514,0.00691089943531995,True
han,S01021,tn,365,0.7027311510711048,8.625546595725547,1.998105487174796e-16,True,331,0.056872282154610966,3.3719514522946787,0.0008350381639292352,True
han,S01022,tn,352,2.0554190843203526,4.761979729528352,2.808810646560713e-06,True,319,0.2014477234289535,3.6653912696564857,0.0002892999572892969,True
han,S01023,tn,338,1.0467656729293464,6.3778137384698725,5.923500463483611e-10,True,304,0.1354095438946613,5.389925332368547,1.4193574753968817e-07,True
nak,S02002,tn,323,-0.000525297399586201,-0.030229468777317803,0.975902774243408,False,289,0.008199051343680371,0.6869398341106926,0.4926733942076772,False
nak,S02005,tn,395,0.04076109925663615,1.3661976807773826,0.17265615983849922,False,361,0.009460135079354472,0.87448643099475,0.38243641752177643,False
nak,S02006,tn,390,0.1516394865956934,4.999398704993968,8.715320140969531e-07,True,357,0.0341404434305401,2.9184853586035002,0.003740939326930847,True
nak,S02009,tn,264,-0.0020348148322761614,-0.10818045465158468,0.9139350340405314,False,230,-0.00024332144919824401,-0.02055796100508826,0.9836161766540787,False
nak,S02014,tn,310,0.2558382214571781,3.1308884591577093,0.001909426697456369,True,276,0.06020893090410072,2.7795968697200624,0.0058180625924054005,True
nak,S02015,tn,366,-0.007262658535477021,-0.22251199970098878,0.8240397907164215,False,332,0.015114709921071034,0.7922300936455763,0.42879393396574267,False
nak,S02017,tn,374,0.2514280064052732,5.165360772018985,3.915431075000194e-07,True,340,0.09827601540638294,4.961030652831425,1.111523936271604e-06,True
nak,S02018,tn,282,0.0947386093586934,3.5710962387439795,0.0004180533138807747,True,248,0.05152034871549169,4.436013471000055,1.3807107479117215e-05,True
nak,S02020,tn,362,0.10054022148190811,2.577305112988494,0.010353537355831714,True,328,0.025490461642683756,1.511789646336067,0.13155316365476716,False
nak,S02021,tn,424,0.1278203800755294,2.5829136659325163,0.010131828999425803,True,393,0.03787714332784389,1.6759302261085391,0.09454921099489369,False
nak,S02022,tn,415,0.030407620845555747,1.3222294665130507,0.18682178129808946,False,381,0.017188397348224787,1.2378370399141008,0.21654074276694066,False
nak,S02023,tn,371,0.09465156513439632,3.3975079046818655,0.0007539307918334051,True,337,0.044428639570694976,2.5869832306344533,0.010101744652213323,True
nak,S02024,tn,383,0.11295930410268012,2.0217808141940106,0.04389570360657933,True,349,0.02528877550877732,1.3106979988316592,0.19082412944857968,False
geum,S03003,tn,416,0.05729698340475837,3.7803501331288567,0.0001795712556390948,True,382,0.03817766842620219,4.667517126131736,4.229380954312425e-06,True
geum,S03004,tn,309,0.10691783753247622,2.0763447036512517,0.03869115447831452,True,275,0.04602814808787606,2.323530031809351,0.020882628048173826,True
geum,S03005,tn,394,0.17027587948362555,3.9180607816556603,0.00010526318300043953,True,360,0.05710816890016736,3.323100455380115,0.000981863683089261,True
geum,S03007,tn,427,0.06307802250153953,2.0283902335278587,0.04314207909474826,True,393,0.024114521158078852,2.709619006132301,0.0070316480987385795,True
geum,S03008,tn,401,0.055580371373374446,5.7097364394225485,2.208862343495678e-08,True,367,0.035969386579945084,4.575371469457177,6.5185228897397374e-06,True
geum,S03009,tn,413,0.004867837264860047,2.7991180534867213,0.00536502951621071,True,379,0.012739195059579864,3.54934438683008,0.0004348571753934396,True
geum,S03010,tn,386,0.15900089411323381,1.7513391073170141,0.08068381717087733,False,352,0.039328486234298965,3.098397487612154,0.0021026717340653254,True
geum,S03011,tn,383,0.16229605550734505,3.4550321465783163,0.0006119757225738891,True,349,0.0983114578278663,4.779896693714025,2.592017484082273e-06,True
geum,S03012,tn,423,0.16459697828295985,4.82596539714846,1.9504450306933664e-06,True,389,0.06611585409744293,4.334291347948654,1.8654775114400773e-05,True
geum,S03013,tn,152,0.36569400637059585,2.4686898863205915,0.014675857708352242,True,118,0.05187651619611969,1.2718301143611537,0.20595570281813344,False
geum,S03014,tn,366,-0.0010298287652256907,-0.034200545767665215,0.9727359262979534,False,332,0.013603109110572111,0.9938846451746641,0.32100502913947476,False
yeong,S04001,tn,379,0.061594919372895504,5.329081892651566,1.7003537105290806e-07,True,345,0.04550661551127574,8.512275607947371,5.357613182639699e-16,True
yeong,S04002,tn,391,1.0580958299882386,2.423015351262681,0.015846795557014015,True,357,0.12351373180800082,3.6254965193451465,0.0003304622999936648,True
yeong,S04004,tn,397,0.014302929381276088,1.4008254711575459,0.16204938388572754,False,363,0.012679521744883748,2.94133317872544,0.003478264983889531,True
yeong,S04005,tn,155,2.395944732128556,1.6567339153604428,0.09960928091651078,False,121,0.13610459854911522,1.4560716226452337,0.14798421109622276,False
yeong,S04006,tn,350,0.19219171087179343,4.5329288223495405,8.004176753979928e-06,True,316,0.06464311294650388,5.506069344883146,7.622579016018521e-08,True
yeong,S04007,tn,410,0.029312509567777555,3.584126646499,0.00037900799584642924,True,376,0.00852903211396008,2.241820362615265,0.025557139332647204,True
yeong,S04008,tn,401,0.09354184530815805,4.591265556460447,5.908862575191231e-06,True,367,0.04771427578241815,4.5395788136893565,7.658577517596432e-06,True
yeong,S04009,tn,379,0.12089976700599196,3.0652092238683726,0.00233141565082113,True,345,0.041069386044894844,2.78611690207901,0.005630120363262996,True
han,S01001,tp,363,1.494841208167907e-06,0.9393105145199255,0.348197657718656,False,329,0.00012536535453077966,1.3988852097974047,0.16279227663591064,False
han,S01002,tp,343,-9.232482706699313e-05,-1.6319827423865476,0.1036035107545244,False,309,-0.00030106778077239994,-0.5597309383598362,0.5760698022289996,False
han,S01005,tp,359,-0.0008099554769010874,-0.932602979753097,0.3516535225782347,False,325,-0.0009499910471765778,-1.0004549942042884,0.31783695336263007,False
han,S01007,tp,326,5.568545626830175e-06,0.4354346457612056,0.6635360043610303,False,292,0.00046471008143868345,1.5759339444359652,0.11612750871123623,False
han,S01010,tp,403,5.239264232818749e-06,1.315674277639394,0.1890332175997476,False,369,0.0003158893252207742,1.9765778690734706,0.04883560285820315,True
han,S01012,tp,340,0.00012767989128404967,1.859168642137508,0.06386951729488291,False,306,0.003291374911501656,3.5003296233066656,0.0005340084085647373,True
han,S01014,tp,307,5.931218902848018e-05,3.420960566958677,0.0007087969297676934,True,273,0.001843343217999067,4.470724961341829,1.1455596955797053e-05,True
han,S01015,tp,334,4.655119429404519e-06,0.8787547528852078,0.38016789915135096,False,300,0.0002386041087933218,0.9151834587110518,0.3608327961627786,False
han,S01016,tp,364,0.00019161981767055425,6.050553859687595,3.5961014179180796e-09,True,330,0.001137690526795436,2.1554526999789894,0.03185134906397514,True
han,S01017,tp,221,-0.0002111780890332511,-1.3708204843672591,0.1718277988180306,False,187,-0.0014292052189063828,-0.8779259566032699,0.3811165251744169,False
han,S01018,tp,344,3.2585428313386208e-06,0.8149007105321391,0.41569459123218716,False,310,0.00017748184511773697,0.924320834933992,0.3560405456910266,False
han,S01019,tp,306,7.230265953650027e-08,0.049829391667099245,0.9602909601482746,False,272,8.877445214102766e-05,0.9111027906604128,0.36305091676509954,False
han,S01020,tp,394,-2.5326401215092512e-05,-0.9949097727908368,0.32039232042934773,False,360,0.0007514984976041599,2.0173439724822475,0.04440341212115522,True
han,S01021,tp,356,18561.41630906526,4.34184807701553,1.845531730436061e-05,True,322,34.40965100368718,6.429657193540083,4.6306288430177145e-10,True
han,S01022,tp,331,0.0027002635720618654,6.43026164463325,4.466892710444565e-10,True,297,0.0028348352770936496,2.4696705888844868,0.014087772155268862,True
han,S01023,tp,344,0.00041217784442097987,1.8268970041258974,0.06858415655802423,False,310,0.0004854264598297729,0.4616945743224129,0.644625222858457,False
nak,S02002,tp,334,3.9388734136487526e-05,1.2082391895746045,0.22781259393296388,False,300,0.0013316041085338997,2.5157408720383483,0.01240213777756106,True
nak,S02005,tp,374,4.733152313347439e-05,0.6750190102224302,0.5000818889358554,False,340,0.0018377651014771126,2.216522627123623,0.0273190809593824,True
nak,S02006,tp,365,-1.66882454518698e-05,-1.121619541925438,0.26276360440893637,False,331,0.00036517023470822763,1.3794465153034066,0.16869117628342167,False
nak,S02009,tp,208,7.672906091736173e-05,1.1686985991646728,0.2438692274493495,False,174,0.0017967243391322145,1.595571255108115,0.11240970407974075,False
nak,S02014,tp,305,7.173684258822447e-06,0.19554570350906564,0.8450963983536821,False,271,0.0007719692368569728,1.277225737593527,0.20261978463624777,False
nak,S02015,tp,351,-2.6358025162096526e-06,-0.08889586198223672,0.9292155161765479,False,317,0.0005534931330694441,1.4253246486534907,0.15505035359711278,False
nak,S02017,tp,390,0.0002337559130870205,2.9880566970127442,0.002985610123667928,True,356,0.0029723220753121566,3.918991624224522,0.00010669055108993255,True
nak,S02018,tp,304,4.7056877822602394e-07,0.0953694905459657,0.924084389604756,False,270,0.00029566875546581606,1.5901222923800982,0.112981771485654,False
nak,S02020,tp,360,-5.583387310928517e-06,-0.30397093984990503,0.7613261358987715,False,326,0.0004751064617004286,1.3223839731461007,0.18697016548294457,False
nak,S02021,tp,419,1.2199716084062853e-05,0.4566680598286219,0.6481468586395069,False,385,0.000362389076368966,1.0365128209135197,0.3006152260399692,False
nak,S02022,tp,396,-1.643435043670477e-06,-0.05937085824083351,0.9526867487046553,False,364,0.00018697605834296552,0.4470637941624221,0.6550956228828483,False
nak,S02023,tp,332,1.2786268145542155e-05,0.4676754780570435,0.6403244371566302,False,298,0.000764371569915307,1.6960950526816054,0.09091573429952578,False
nak,S02024,tp,373,4.558930320574433e-06,0.042866678838092885,0.9658308097407164,False,339,0.00033705138652398664,0.3120044036568699,0.7552295547322272,False
geum,S03003,tp,423,-1.769491573697665e-06,-0.3971033659226959,0.6914919969212762,False,389,0.0004900394221819747,3.1040598649692623,0.002048831525674239,True
geum,S03004,tp,317,0.0002524218141836502,1.3350637614758563,0.18281646680247682,False,283,0.0028588175948807562,2.1503557696940274,0.03237715577093781,True
geum,S03005,tp,390,-7.996275928776603e-05,-1.242171363848159,0.21492168657461336,False,356,-0.00034391450278159475,-0.5663575391997125,0.5715086122240498,False
geum,S03007,tp,399,0.000125601331080944,1.0590409285107945,0.2902234414810809,False,365,0.0021098021699941637,2.0875231243667507,0.037535818373936776,True
geum,S03008,tp,404,3.103795410295479e-06,3.0464043185422036,0.0024682558680191352,True,370,0.0004285915277761189,5.015076767486151,8.25184631908765e-07,True
geum,S03009,tp,417,3.1665290362779755e-05,2.3046701414054764,0.02167672157858166,True,383,0.0013001310775102718,3.890896589280145,0.00011780961917501315,True
