mode,river,station,target,nse,rmse,mae,crps,cov80,cov90,calib,n
zs512,nak,S02022,chl-a,-0.060703569416797665,18.41729211256555,10.675439878865232,6.916465874025086,0.7395577395577395,0.8181818181818182,0.040505440505440506,407
zs512,nak,S02023,do,0.8755581824462597,1.121150649891397,0.7391388503796336,0.4565703703798824,0.739240506329114,0.850632911392405,0.03164556962025317,395
zs512,nak,S02023,toc,0.5601945611684875,0.550465360623625,0.27083758226914056,0.17544016149463654,0.8034825870646766,0.8855721393034826,0.01741293532338309,402
zs512,nak,S02023,tn,0.41353356812884146,0.33268224903544913,0.22985359253373447,0.1577377393502159,0.7626666666666667,0.88,0.029904761904761896,375
zs512,nak,S02023,tp,-0.11217464327617477,0.015550560841681696,0.005914562926824527,0.004393539558848184,0.7478005865102639,0.8651026392961877,0.016422287390029322,341
zs512,nak,S02023,chl-a,0.23768594079866523,9.897091642941247,4.323658140963128,2.9354893545331677,0.6649746192893401,0.8197969543147208,0.04960116026105873,394
zs512,nak,S02024,do,0.7664813461073622,1.2396132227695495,0.8949384751491716,0.5502302401765344,0.788659793814433,0.8737113402061856,0.015169366715758454,388
zs512,nak,S02024,toc,0.39167960419223335,0.3826908165782737,0.26068188099191464,0.16455707193180474,0.7942708333333334,0.8932291666666666,0.024553571428571428,384
zs512,nak,S02024,tn,0.8566563851694082,0.46658635311380414,0.3308893673585064,0.22124944591688672,0.7390180878552972,0.8423772609819121,0.03447766703580656,387
zs512,nak,S02024,tp,0.25406839297697537,0.022633130554276047,0.012234467594502682,0.00837973198899412,0.8052631578947368,0.9,0.01804511278195488,380
zs512,nak,S02024,chl-a,0.7762277965517228,0.1879066318586702,0.11045105972185668,0.07016897178682784,0.8051948051948052,0.9116883116883117,0.019480519480519484,385
zs512,geum,S03002,do,0.1899348048017946,1.757026509163865,1.3054284006694712,0.7879810796147927,0.8361858190709046,0.9144254278728606,0.02315752706950751,409
zs512,geum,S03002,toc,0.23439354561515613,0.8348644748338416,0.6108262595019927,0.40266971547339236,0.8155080213903744,0.9224598930481284,0.02498090145148969,374
zs512,geum,S03002,chl-a,0.41685418759951853,12.605402865783343,7.126745507820472,4.248167494808806,0.7592137592137592,0.8771498771498771,0.02646542646542646,407
zs512,geum,S03003,do,0.7151776976116527,0.9770597133234712,0.6235952740536828,0.3726038479494239,0.7568807339449541,0.8853211009174312,0.021690694626474438,436
zs512,geum,S03003,toc,0.28177332581993053,0.2428208968202473,0.18161695713001777,0.11089716652184342,0.7047619047619048,0.8571428571428571,0.03537414965986392,210
zs512,geum,S03003,tn,0.6571415874495745,0.3073153325233464,0.21751601247062033,0.13486039260469251,0.8448687350835322,0.9069212410501193,0.02891237640640983,419
zs512,geum,S03003,tp,0.2382377614950224,0.006175892345935755,0.003323030408194023,0.0020234471180189785,0.8870588235294118,0.9482352941176471,0.039159663865546215,425
zs512,geum,S03003,chl-a,0.4015058726127628,8.181475622286465,3.6585583869484557,2.5034816113010585,0.7598152424942263,0.8614318706697459,0.043714945562520625,433
zs512,geum,S03004,do,0.32617807831069145,2.264755572768882,1.7657853536295074,1.0185568801956182,0.7444794952681388,0.8580441640378549,0.0269941415051825,317
zs512,geum,S03004,toc,0.5034140759800463,0.3180805742176167,0.2470207154385659,0.14403233631837092,0.7894736842105263,0.9144736842105263,0.027725563909774435,304
zs512,geum,S03004,tn,0.7774872383100699,0.5332760977037518,0.41074083203989303,0.24448337877150766,0.7539936102236422,0.9009584664536742,0.03080785029666819,313
zs512,geum,S03004,tp,0.3435476049115487,0.027947451171324245,0.019530709155178436,0.012117779193782739,0.7987421383647799,0.9119496855345912,0.031446540880503145,318
zs512,geum,S03004,chl-a,0.3010598239622586,18.846396834165358,13.164168866371844,7.9490178298730285,0.6990595611285266,0.7962382445141066,0.04536497984773846,319
zs512,geum,S03005,do,0.271015877171941,2.580879064531124,1.810531148858335,1.1361392755742108,0.6775,0.7875,0.05142857142857143,400
zs512,geum,S03005,toc,0.38132071871450257,0.31782511365318583,0.237954608828883,0.15895979617830183,0.853904282115869,0.9345088161209067,0.0317020510975171,397
zs512,geum,S03005,tn,0.8288734357024128,0.45727376179947005,0.3576710401196273,0.21099980541759775,0.799492385786802,0.9010152284263959,0.02719361856417694,394
zs512,geum,S03005,tp,0.18807238902171908,0.024240722016907624,0.015555389963486557,0.010024996525197265,0.7455012853470437,0.8611825192802056,0.024678663239074545,389
zs512,geum,S03005,chl-a,0.23496173202188786,24.34575793460927,16.349224378553334,10.139261961095444,0.6564885496183206,0.7888040712468194,0.05165394402035622,393
zs512,geum,S03006,do,0.39180005183001054,1.6236452525563316,1.2437322588845043,0.7752238604705883,0.8112676056338028,0.9098591549295775,0.019315895372233403,355
zs512,geum,S03006,toc,0.4162605782138876,1.0223070051525396,0.6935448026589043,0.4394164836541821,0.7923976608187134,0.8918128654970761,0.009189640768588147,342
zs512,geum,S03006,chl-a,0.5633510189288318,33.542375844305354,18.651406679266255,11.537643603756468,0.6881028938906752,0.819935691318328,0.04579696830500689,311
zs512,geum,S03007,do,0.6358274809531848,1.2723356152350112,0.8468001864870229,0.4951541494526875,0.7701149425287356,0.8804597701149425,0.0206896551724138,435
zs512,geum,S03007,toc,0.6155021810692161,0.42293815447548605,0.25898513333661527,0.16226217805330226,0.8125,0.90625,0.017513736263736264,416
zs512,geum,S03007,tn,0.35253351690164647,0.5242943221768572,0.3161069022385187,0.20199190649312163,0.8032786885245902,0.8735362997658079,0.008464369354299086,427
zs512,geum,S03007,tp,0.40639808804370203,0.01924248963896308,0.008627760357653152,0.0057056955166471445,0.7875,0.885,0.009285714285714267,400
zs512,geum,S03007,chl-a,0.3795965921924741,10.781282897461436,6.108424933980423,3.7355445071687496,0.8236658932714617,0.9002320185614849,0.026350679482930066,431
zs512,geum,S03008,do,0.8438472854778626,0.6230209915502739,0.4333220763726568,0.2691256249167893,0.7965686274509803,0.8799019607843137,0.015756302521008406,408
zs512,geum,S03008,toc,0.8157123595316362,0.131052708645868,0.08693360435380358,0.05623354496284103,0.8383838383838383,0.9217171717171717,0.018326118326118333,396
zs512,geum,S03008,tn,0.7943583850223336,0.14947187046326227,0.09561486508779603,0.06064291918479815,0.8382352941176471,0.9191176470588235,0.016456582633053222,408
zs512,geum,S03008,tp,0.6643468420201113,0.0018540610852060334,0.0011524560953027566,0.0007408744336949245,0.8284313725490197,0.8848039215686274,0.03606442577030813,408
zs512,geum,S03008,chl-a,0.6733442387865429,7.756766070931927,3.3591342176666803,2.105911504799658,0.7946210268948656,0.9144254278728606,0.0316101990918617,409
zs512,geum,S03009,do,0.954654061019297,0.6491898789004158,0.4812444151805821,0.291004598938359,0.64,0.788235294117647,0.06067226890756302,425
zs512,geum,S03009,toc,0.7377823242335633,0.11746030680971546,0.07950622364177683,0.0490621846278103,0.7578692493946732,0.847457627118644,0.021653407125562074,413
zs512,geum,S03009,tn,0.7392690271953104,0.13120583205743283,0.09553573872859722,0.05865083495939216,0.8819277108433735,0.9493975903614458,0.042168674698795185,415
zs512,geum,S03009,tp,0.7964784343533167,0.005976151013934828,0.0035948903134589852,0.0022271112009234514,0.8408551068883611,0.9311163895486936,0.023685103495079747,421
zs512,geum,S03009,chl-a,0.23834389823178515,1.2636826121584261,0.8373287900693316,0.5128100887216929,0.75,0.875,0.02479395604395602,416
zs512,geum,S03010,do,0.23910909154239302,2.064107403835727,1.4537034209199746,0.877861012427238,0.7168831168831169,0.8415584415584415,0.036178107606679034,385
zs512,geum,S03010,toc,0.7038725988931842,0.6932299162617374,0.4708273098266758,0.28127038326158627,0.8125,0.9244791666666666,0.028273809523809514,384
zs512,geum,S03010,tn,0.6743588996482444,0.4191612357298895,0.3021497358954833,0.1870903043941095,0.7493540051679587,0.8630490956072352,0.01805094130675527,387
zs512,geum,S03010,tp,0.5321216332759031,0.020186973185772426,0.010462224458405804,0.00686849358164821,0.8059299191374663,0.9110512129380054,0.009048902579899886,371
zs512,geum,S03011,do,0.7167916107696393,1.12334797006715,0.8298912887334359,0.5073176754938293,0.775,0.8925,0.03535714285714286,400
zs512,geum,S03011,toc,0.41520528207636576,0.27281134276560653,0.15186912367580674,0.1074325756762278,0.7914438502673797,0.8582887700534759,0.02352941176470588,374
zs512,geum,S03011,tn,0.7742270380047189,0.32813150424754484,0.2008731986632697,0.12703037598488268,0.7416020671834626,0.8604651162790697,0.04569952011812476,387
zs512,geum,S03011,tp,0.3797898339625272,0.007755861449629475,0.00395352795832437,0.002861578834883701,0.8136482939632546,0.889763779527559,0.020847394075740523,381
zs512,geum,S03012,do,0.0006425632325495201,1.519447947221439,1.111460295433461,0.6794051314484746,0.8093385214007782,0.9221789883268483,0.053640911617565304,257
zs512,geum,S03012,toc,0.3420412866340947,0.5487305991629687,0.3042319603981192,0.22669475334857675,0.8037383177570093,0.883177570093458,0.04038718291054739,428
zs512,geum,S03012,tn,0.696871267175058,0.48205245162506083,0.29293277018699626,0.19293686486934575,0.7952941176470588,0.8870588235294118,0.035126050420168066,425
zs512,geum,S03012,tp,0.07427400604925338,0.016679593010467588,0.009607052185498099,0.0065805797917312695,0.8329411764705882,0.9388235294117647,0.023865546218487403,425
zs512,geum,S03013,do,-0.1317252362606458,1.6693359325387647,1.1872475728325895,0.7193300776757446,0.6829268292682927,0.8475609756097561,0.04372822299651569,164
zs512,geum,S03013,toc,-0.09401681849381838,0.7970235409527454,0.5849629113671312,0.3748249981712884,0.704225352112676,0.8028169014084507,0.051710261569416494,142
zs512,geum,S03013,tn,0.5631994846220876,0.5689016948852528,0.41343644048941197,0.2527213336624405,0.738562091503268,0.869281045751634,0.05564892623716154,153
zs512,geum,S03013,tp,0.03254828850362523,0.025115957736688385,0.016787586910216642,0.011251962299867945,0.6797385620915033,0.8169934640522876,0.05975723622782447,153
zs512,geum,S03013,chl-a,0.26419318917644297,8.748957339594394,6.097427976077237,3.9571043175339775,0.7142857142857143,0.8012422360248447,0.052706299911268864,161
zs512,geum,S03014,do,0.772136023809024,0.9433395891437601,0.6471368118687423,0.4013538160464423,0.7786666666666666,0.9066666666666666,0.04819047619047618,375
zs512,geum,S03014,toc,0.5026990525047683,0.34546373120990564,0.21935812456215972,0.14523039869693152,0.7786666666666666,0.8906666666666667,0.03561904761904763,375
zs512,geum,S03014,tn,0.6334759568915154,0.4197608661133125,0.2857538179944721,0.17478039067872636,0.7513661202185792,0.8715846994535519,0.03989071038251364,366
zs512,geum,S03014,tp,-0.12150354838813593,0.01216136199893765,0.007060497137018849,0.004923719767272371,0.7480106100795756,0.8408488063660478,0.019287608942781354,377
zs512,geum,S03014,chl-a,0.633691500543027,1.6914174641216997,0.9391133544959255,0.5742704231391801,0.7150395778364116,0.8522427440633246,0.0638899359215982,379
zs512,yeong,S04001,do,0.8495490508745281,0.8975601136112835,0.6471370095862841,0.3977253456959988,0.7131979695431472,0.8375634517766497,0.03509789702683103,394
zs512,yeong,S04001,toc,0.6321066623256967,0.16969591238979806,0.1179978271411689,0.07611345397430433,0.7592592592592593,0.8412698412698413,0.016099773242630386,378
zs512,yeong,S04001,tn,0.7671091422836971,0.1109141770773572,0.06169338145394856,0.04016444991794572,0.8519480519480519,0.9298701298701298,0.047124304267161396,385
zs512,yeong,S04001,tp,0.3368394476509392,0.003592044392504233,0.0023641360251374292,0.001440970082938727,0.8110236220472441,0.8923884514435696,0.0369328833895763,381
zs512,yeong,S04001,chl-a,0.5841551095974066,4.6775528625567055,3.1654777544403614,1.8630816229569507,0.7725,0.895,0.007499999999999997,400
zs512,yeong,S04002,do,0.34605884099571005,2.9604406136119494,2.3060005487016526,1.3507081198912576,0.726063829787234,0.8617021276595744,0.03085106382978722,376
zs512,yeong,S04002,toc,0.3044883809396254,0.7312639141804826,0.5581495256642641,0.3348414230606544,0.7599009900990099,0.8811881188118812,0.014568599717114576,404
zs512,yeong,S04002,tn,0.7490845009244993,0.9653974716202628,0.7121359031711426,0.4446274339277059,0.733502538071066,0.8324873096446701,0.033430021754894866,394
zs512,yeong,S04002,tp,0.31678746462614216,0.039280248362328275,0.029927812929413208,0.018166188898710158,0.7142857142857143,0.8233766233766234,0.04675324675324676,385
zs512,yeong,S04002,chl-a,0.520610475304167,38.05846607868298,27.926645162044156,16.9862031383386,0.7380352644836272,0.8513853904282116,0.029111191075926596,397
zs512,yeong,S04003,do,0.5366869315620131,2.075457906312773,1.534983365813757,0.9343054171027683,0.8074074074074075,0.9135802469135802,0.01569664902998236,405
zs512,yeong,S04003,toc,0.2796676617263859,1.0567174512185595,0.7351531597031561,0.48657646098119933,0.7842105263157895,0.8789473684210526,0.017293233082706774,380
zs512,yeong,S04003,chl-a,0.620737933630616,11.978181013565678,7.010609882643885,4.267929301678934,0.754950495049505,0.8391089108910891,0.039603960396039604,404
zs512,yeong,S04004,do,0.7185367867528742,0.9766936134886789,0.6749909009414953,0.3983851176056783,0.747016706443914,0.8687350835322196,0.0380838731674054,419
zs512,yeong,S04004,toc,0.8449698816326994,0.2974642891695705,0.21245099765063838,0.12529624619934326,0.8129675810473815,0.9276807980049875,0.014891343070894193,401
zs512,yeong,S04004,tn,0.7482516330378504,0.24133996292115598,0.15485438743585622,0.10024771575515487,0.8312342569269522,0.9042821158690176,0.01183879093198992,397
zs512,yeong,S04004,tp,0.6447305099144249,0.003718566723449953,0.002386690309317049,0.001459505871674448,0.825065274151436,0.9112271540469974,0.029653114509511375,383
zs512,yeong,S04004,chl-a,0.5431805854383308,8.378670347254017,5.732059464961973,3.348787100769782,0.8164251207729468,0.9130434782608695,0.019668737060041398,414
zs512,yeong,S04005,do,-0.1071220619295814,3.3933076146650527,2.492844368895524,1.5562771278703929,0.7378048780487805,0.8414634146341463,0.030313588850174204,164
zs512,yeong,S04005,toc,0.031245762552161715,1.0728835825308958,0.7200722131723788,0.47875342345293576,0.7253521126760564,0.8450704225352113,0.05573440643863178,142
zs512,yeong,S04005,tn,-0.06819256057178169,1.7409834560484112,1.222366302943001,0.8122393010849367,0.6357615894039735,0.7748344370860927,0.05080416272469253,151
zs512,yeong,S04005,tp,-0.43431717906589773,0.07818021192303994,0.05365152516329291,0.03807806811502895,0.7006802721088435,0.7891156462585034,0.0552964042759961,147
zs512,yeong,S04005,chl-a,0.03940099068731884,32.438877833795104,25.24248032299245,15.227937543765554,0.7633136094674556,0.8224852071005917,0.03110735418427726,169
zs512,yeong,S04006,do,0.8346388483887227,0.8533263589873452,0.6824589296007857,0.40623119800218893,0.7083333333333334,0.8527777777777777,0.03849206349206349,360
zs512,yeong,S04006,toc,0.71540059914497,0.36435707111524845,0.26165881832103904,0.1614565066846103,0.7665706051873199,0.8443804034582133,0.03614656237134623,347
zs512,yeong,S04006,tn,0.7419956316338968,0.25098664537566756,0.1718672532676378,0.11355703216473194,0.7549857549857549,0.8290598290598291,0.0245014245014245,351
zs512,yeong,S04006,tp,0.7192101916344189,0.010917199559746077,0.007490285754741363,0.004421614027586692,0.7620396600566572,0.8895184135977338,0.044314042897612316,353
zs512,yeong,S04007,do,0.7151664986619468,0.7616947990098377,0.5639793248565135,0.34603235806883464,0.7596899224806202,0.875968992248062,0.025249169435215952,387
zs512,yeong,S04007,toc,0.5701424727769779,0.22250340637312663,0.1668814016138886,0.10031911880826756,0.7764350453172205,0.9093655589123867,0.05114372032801035,331
zs512,yeong,S04007,tn,0.3924780584495503,0.18113224591091506,0.12537006541304732,0.07575602683741754,0.8448275862068966,0.9408866995073891,0.019282195636875426,406
zs512,yeong,S04007,tp,0.6313327621781724,0.006986596861796995,0.0035773121068214675,0.002332278025803061,0.8708133971291866,0.9425837320574163,0.033287764866712234,418
zs512,yeong,S04007,chl-a,0.4823643776804438,2.9862142839172763,2.1204748303020655,1.255635030269348,0.8587962962962963,0.9490740740740741,0.0369047619047619,432
zs512,yeong,S04008,do,0.6916334510263282,1.0194315487722507,0.6806640847762536,0.4160646238865476,0.7292161520190024,0.8598574821852731,0.03145571767899557,421
zs512,yeong,S04008,toc,0.4916653726600726,0.2627315821206064,0.1497835031404647,0.09242448811751382,0.8115942028985508,0.8985507246376812,0.014492753623188411,414
zs512,yeong,S04008,tn,0.8280315533227571,0.15067080368926106,0.10947036862255655,0.0694376058917226,0.8700980392156863,0.9240196078431373,0.035854341736694675,408
zs512,yeong,S04008,tp,0.5466687614480765,0.0021023310187210614,0.001500362210148826,0.0009458980461671845,0.8193069306930693,0.9034653465346535,0.017680339462517687,404
zs512,yeong,S04008,chl-a,0.2574705457416617,18.299266457672555,7.394741499847926,4.6318194428896815,0.7559808612440191,0.8755980861244019,0.04408749145591251,418
zs512,yeong,S04009,do,0.6933874140363298,1.8666737011526455,1.4322340963708304,0.8141069138023295,0.782608695652174,0.9309462915601023,0.015308732188527605,391
zs512,yeong,S04009,toc,0.4532003051454737,0.7781028143215795,0.523529632373465,0.3200150944731254,0.7817679558011049,0.8895027624309392,0.02801894238358326,362
zs512,yeong,S04009,tn,0.36205119678718667,0.4563939908488128,0.3224108276192112,0.20210805089313427,0.7584415584415585,0.8571428571428571,0.01725417439703154,385
zs512,yeong,S04009,tp,0.31618689651168885,0.03210534719804197,0.02115556804650454,0.0133520331135258,0.7447916666666666,0.8541666666666666,0.028943452380952386,384
zs512,yeong,S04009,chl-a,0.5271925286967607,10.896834439900756,7.728829967037779,4.556256618783984,0.7192982456140351,0.8395989974937343,0.03626924453992123,399
