river,station,target,horizon,n,leg_crps,chr_crps,seas_crps,persist_crps,crps_clim,leg_crps_skill,chr_crps_skill,leg_crps_skill_seas,chr_crps_skill_seas,leg_crps_skill_persist,chr_crps_skill_persist,leg_cov80,chr_cov80,leg_cov90,chr_cov90,leg_nse,chr_nse
geum,S03002,toc,3,335,0.35051311078012143,0.30442014276968316,0.4135049584125367,0.48612404300216017,0.5202038967897649,0.326200528402082,0.4148061084349941,0.1523363779584257,0.26380533878392864,0.27896363937184676,0.3737809368784287,0.7611940298507462,0.8208955223880597,0.8716417910447761,0.9044776119402985,0.32710291137287895,0.43112674557520425
geum,S03002,toc,4,335,0.3530034352407069,0.33006612238391153,0.4140956159150261,0.49569722396798116,0.51999302820968,0.32113813822449333,0.3652489466631522,0.1475315804523165,0.20292292480671348,0.28786481309100775,0.33413764204329766,0.746268656716418,0.8149253731343283,0.8776119402985074,0.9194029850746268,0.3335165634784857,0.3559596359413455
geum,S03002,toc,5,335,0.37811770540524364,0.349388065288061,0.41892735169755035,0.5250460515620011,0.5264907320041019,0.2818150777964735,0.33638325605826824,0.0974146140779314,0.16599366483880018,0.2798389697811243,0.3345572940723224,0.7432835820895523,0.808955223880597,0.8716417910447761,0.9194029850746268,0.26727124670537783,0.3129336431091101
geum,S03003,chl-a,1,402,1.9627187643270747,0.6628552519791497,3.775983996583517,1.6513613468965596,4.627743500880394,0.5758799587847334,0.856764911051564,0.4802099886803206,0.8244549625795828,-0.18854590366648472,0.5986007222314678,0.7064676616915423,0.9701492537313433,0.8258706467661692,0.9875621890547264,0.5747426042180704,0.9581610640805823
geum,S03003,chl-a,2,401,2.4284580243810794,1.4068186491791457,3.7799162979411256,2.1862358460099545,4.627056515187458,0.47516136524157104,0.6959581875515193,0.3575365608746863,0.6278175127990473,-0.11079416651830987,0.35651103162236775,0.6708229426433915,0.8802992518703242,0.7805486284289277,0.942643391521197,0.48994354467371837,0.7503717668085275
geum,S03003,chl-a,3,400,2.617257434527048,1.8486507606516562,3.7985097619925408,2.6575687968810433,4.639199105839823,0.43583851979268473,0.6015151067078421,0.31097783117078437,0.5133220982741582,0.015168511310527544,0.30438272648999476,0.7125,0.835,0.8075,0.9075,0.44787550544191845,0.6391157591180006
geum,S03003,chl-a,4,399,2.775735378590091,2.1887015753639627,3.8113091498546585,3.112905054153852,4.650793373941055,0.4031694905770563,0.5293917834261319,0.2717107772021219,0.42573496682959255,0.10831351091606312,0.2968942074081684,0.6917293233082706,0.8095238095238095,0.7994987468671679,0.9047619047619048,0.4246332429580908,0.5505262061894753
geum,S03003,chl-a,5,398,2.9696904305553167,2.4364957466379225,3.8266806061328387,3.2603047849582873,4.661180961824281,0.3628888354952332,0.4772793061258165,0.22395132068353563,0.3632874029954142,0.08913717384452713,0.25267853549186037,0.7135678391959799,0.7864321608040201,0.8040201005025126,0.8819095477386935,0.3739274061840522,0.47648116096965876
geum,S03003,do,1,406,0.42238639921860044,0.08316257527801084,0.592415463315648,0.25331447646657684,0.9982278258664453,0.5768637296280776,0.9166897845130423,0.28700983452630346,0.8596211941994827,-0.6674388495689922,0.6717022396902627,0.6847290640394089,0.9802955665024631,0.7733990147783252,0.9950738916256158,0.6759500866665624,0.9852653201066324
geum,S03003,do,2,405,0.4818350087205911,0.2006075179151793,0.5920668115544699,0.3350613183142686,0.99493885614015,0.5157139499105878,0.7983720138406967,0.18618135771614275,0.661174188452677,-0.4380502385197955,0.40128117765291915,0.6666666666666666,0.8222222222222222,0.762962962962963,0.9160493827160494,0.5974581245799117,0.8942200089156903
geum,S03003,do,3,404,0.5055467002887052,0.265548615852195,0.5969324798214473,0.3956661888003582,0.9901215796741785,0.4894094718599441,0.7318020116887265,0.15309232220045577,0.5551446355681213,-0.27771013697556435,0.3288569421174796,0.6905940594059405,0.7846534653465347,0.7698019801980198,0.8910891089108911,0.5727043259940299,0.8317466307822157
geum,S03003,do,4,403,0.5185086387955236,0.3112093243527715,0.6011216729411348,0.4317106915162589,0.9849290195668078,0.47355735439334057,0.6840286780364662,0.13743146831057806,0.48228563640019206,-0.2010558204486712,0.2791252788766042,0.6799007444168734,0.7617866004962779,0.771712158808933,0.8784119106699751,0.5499923990537732,0.7781950004006193
geum,S03003,do,5,402,0.5483428788047816,0.3531392539547892,0.6024368355444668,0.4691303623327783,0.9834007172847629,0.4424013841287465,0.6408999426705413,0.08979191435197764,0.4138153029178053,-0.1688496904743373,0.24724707179730698,0.6492537313432836,0.753731343283582,0.763681592039801,0.8631840796019901,0.5093824562507984,0.7178029633628904
geum,S03003,tn,1,386,0.09168228451297475,0.041065982111937016,0.2608550323334989,0.09204376107984649,0.3020041606005712,0.6964204588087343,0.8640218001292683,0.6485316626141969,0.8425716316661477,0.003927225078929286,0.5538428500730981,0.7901554404145078,0.9689119170984456,0.8989637305699482,0.9870466321243523,0.8254556490449085,0.9791871618669773
geum,S03003,tn,2,385,0.11589707136640717,0.07877649630445417,0.2603065361146429,0.11346803432018104,0.302662521396709,0.617074916208415,0.739721667747559,0.5547669563112146,0.6973702716793871,-0.02140723650303089,0.30573842424938136,0.7818181818181819,0.8805194805194805,0.8961038961038961,0.9376623376623376,0.7209314839260108,0.8803404949269189
geum,S03003,tn,3,384,0.12962874093581447,0.09552265719919793,0.2597378810575975,0.13143404688235713,0.30288780360872164,0.5720238999676849,0.684626927657356,0.50092477690203,0.6322344018121271,0.013735451272823829,0.27322745160013573,0.7604166666666666,0.8541666666666666,0.875,0.9140625,0.6448128091183936,0.8244502960447302
geum,S03003,tn,4,383,0.1429689812483412,0.10712629665936947,0.25790737758179166,0.14498129824101016,0.3031218036401472,0.5283447791236171,0.6465899339047709,0.4456576520266442,0.5846326783521503,0.013879838414219359,0.2611026528312107,0.7467362924281984,0.8172323759791122,0.8903394255874674,0.9033942558746736,0.5685012293689262,0.7811692422221891
geum,S03003,tn,5,382,0.1537423159616911,0.11556464753548892,0.2576753597245086,0.15180020582649206,0.3032386852901366,0.4929990023713776,0.6188987317864226,0.4033487869151968,0.5515106773924994,-0.012793857061161651,0.23870559393325497,0.7408376963350786,0.8141361256544503,0.8429319371727748,0.9031413612565445,0.5174840072341566,0.7528653654472796
geum,S03003,toc,1,180,0.07060172198487856,0.024936443036415144,0.28403523580754725,0.06088793460886481,0.14374849541415372,0.5088524455058261,0.8265272762363823,0.751433226993302,0.9122065156264231,-0.15953550466793964,0.5904534585283077,0.6777777777777778,0.9333333333333333,0.8611111111111112,0.9611111111111111,0.5312056374895464,0.9569508479319176
geum,S03003,toc,2,179,0.09676947127552768,0.06212928142334868,0.28621639128235016,0.08113496214939833,0.14632781756199928,0.3386802804290693,0.5754103187042722,0.6619010153752327,0.7829289889898072,-0.19269755863496507,0.23424773023315693,0.6983240223463687,0.770949720670391,0.8491620111731844,0.8715083798882681,0.22284655763529215,0.6912859615373024
geum,S03003,toc,3,178,0.1132347480644973,0.08258548767153882,0.28850801709573715,0.09896424875579765,0.14818749766179348,0.23586841095777467,0.4426959833006785,0.6075161127085005,0.7137497650745211,-0.14419853116768744,0.16550179777219098,0.6910112359550562,0.702247191011236,0.8314606741573034,0.8707865168539326,0.017911380860716863,0.5001709509625326
