river,station,target,n,nse,rsr,pbias,pers_nse,crps,crps_skill,cov80_raw,cov80_cal,cov90_raw,cov90_cal
han,S01021,chl-a,349,0.2736278890894033,0.8522746687017024,2.0588654146370353,0.06737839475487328,1.1086084478395617,0.3109659030498316,0.7621776504297995,0.7965616045845272,0.8595988538681948,0.8939828080229226
han,S01022,chl-a,364,0.3220620068567712,0.8233699005569907,3.6948176681582936,0.16345222405416826,2.9581346264402533,0.34185636919392215,0.7225274725274725,0.8296703296703297,0.8461538461538461,0.9148351648351648
han,S01023,chl-a,346,0.6149811651558604,0.6204988596638511,16.78557838335101,0.5267934631372004,9.246335367254138,0.5665906488889083,0.6936416184971098,0.791907514450867,0.8352601156069365,0.869942196531792
nak,S02001,chl-a,422,-0.24590580792405503,1.11620150865516,0.11570621664000091,-0.3487831172592861,0.19192471725968488,0.11704184327108325,0.8601895734597157,0.8459715639810427,0.9289099526066351,0.909952606635071
nak,S02002,chl-a,354,0.4714525123956168,0.7270127148849483,-1.6211282499751776,0.28361429991993303,3.798432632124496,0.4510274307771963,0.7090395480225988,0.8163841807909604,0.8559322033898306,0.9209039548022598
nak,S02003,chl-a,387,0.265416215397268,0.8570786338503207,1.9131472089524513,0.2273200277130063,2.3241203885772443,0.3468309008016588,0.8217054263565892,0.8268733850129198,0.9147286821705426,0.9095607235142119
nak,S02004,chl-a,159,0.4120822573908476,0.7667579426449734,10.657202287574428,0.2634311773259025,2.230180007530172,0.3881354544713994,0.8238993710691824,0.8427672955974843,0.9245283018867925,0.8930817610062893
nak,S02005,chl-a,404,0.5426821922741938,0.6762527691076807,6.620114427238952,0.473491930853533,5.281886002541227,0.466925292271533,0.7599009900990099,0.8242574257425742,0.8712871287128713,0.9108910891089109
nak,S02006,chl-a,422,0.3610569478028749,0.7993391346588287,4.008845550715921,0.30811063971006625,6.795905489275154,0.4025654892260958,0.6919431279620853,0.8222748815165877,0.8293838862559242,0.9170616113744076
nak,S02007,chl-a,418,0.3838471753840552,0.7849540270716144,4.335475679108006,0.27898131892663924,7.558970505228339,0.4027274232053233,0.7942583732057417,0.8301435406698564,0.8851674641148325,0.916267942583732
nak,S02008,chl-a,417,0.8861186362731663,0.33746312943317774,0.747927659485172,0.9056504637551478,0.1968644569523975,0.6993572486450027,0.9256594724220624,0.8465227817745803,0.9808153477218226,0.9328537170263789
nak,S02009,chl-a,298,0.659573825664706,0.5834605165178651,-4.2038689118864045,0.6122524979022932,3.9717107510689766,0.5444298698172423,0.7684563758389261,0.8087248322147651,0.87248322147651,0.9093959731543624
nak,S02011,chl-a,344,0.022884436509061912,0.9884915596457756,8.57781471115993,-0.6161936365136218,1.6301608973511414,0.15148160905934127,0.7703488372093024,0.8255813953488372,0.872093023255814,0.9215116279069767
nak,S02012,chl-a,382,0.5737277015112481,0.652895319701981,3.9077451055458146,0.5499145762821492,3.8629219623971953,0.5088112215311831,0.756544502617801,0.8089005235602095,0.8638743455497382,0.9240837696335078
nak,S02013,chl-a,429,0.2582108941582649,0.8612717955684692,1.2724419636997886,0.035457060939526275,0.3727249966538306,0.3426491590689603,0.8251748251748252,0.8275058275058275,0.8951048951048951,0.9020979020979021
nak,S02014,chl-a,328,0.5782879376164861,0.6493936112894196,0.3446510569151434,0.561956408454361,0.2689194723471418,0.4831208600296987,0.7896341463414634,0.8262195121951219,0.8902439024390244,0.9085365853658537
nak,S02015,chl-a,364,0.32086561456475005,0.8240961020628904,2.933659641460422,0.21595640148187145,5.130499852412753,0.3518461465216518,0.7554945054945055,0.8076923076923077,0.8736263736263736,0.9093406593406593
nak,S02017,chl-a,432,0.3891520433533261,0.7815676276859693,0.8131672416721994,0.38145994126633864,7.029155598588476,0.441401638778504,0.6967592592592593,0.8240740740740741,0.8402777777777778,0.9351851851851852
nak,S02020,chl-a,367,0.18407815008786643,0.9032839254144477,4.325205095289485,-0.06149524552287566,4.70344782907484,0.3516667181099976,0.7411444141689373,0.8119891008174387,0.8446866485013624,0.9237057220708447
nak,S02021,chl-a,431,-0.04863549975218162,1.0240290522012456,3.72811462940159,-0.26424255047727585,3.8899010409220374,0.2520798704249826,0.7540603248259861,0.8283062645011601,0.8631090487238979,0.9164733178654292
nak,S02022,chl-a,407,-0.018463227932500104,1.0091893915081054,11.37927186064346,-0.2468407684374927,6.723731640010789,0.20004786614854875,0.6953316953316954,0.8329238329238329,0.8034398034398035,0.9066339066339066
nak,S02023,chl-a,394,0.2849514728203151,0.8456054205004158,6.260269958640801,0.25845025325064697,2.8801261580497886,0.3986163363766654,0.6421319796954315,0.8248730964467005,0.7893401015228426,0.9213197969543148
nak,S02024,chl-a,385,0.7811626621370326,0.467800532131984,1.207021351642451,0.724739955898143,0.06802209000188751,0.6766677405785513,0.7636363636363637,0.8077922077922078,0.8909090909090909,0.9298701298701298
yeong,S04001,chl-a,400,0.5971876449298437,0.6346749995628915,-1.0916399444623637,0.5538761733493596,1.841665404012853,0.5410847223892278,0.7775,0.83,0.88,0.905
yeong,S04002,chl-a,397,0.5279929345595189,0.6870277035465754,6.3074052944358066,0.3863137244673396,17.04046640424243,0.42543569723582,0.7027707808564232,0.8110831234256927,0.8236775818639799,0.906801007556675
yeong,S04003,chl-a,404,0.646311501725082,0.5947171582146575,3.3065208753086384,0.6304707275294612,4.106946190922614,0.6008492810640942,0.7301980198019802,0.7920792079207921,0.8366336633663366,0.8886138613861386
yeong,S04004,chl-a,414,0.5974605212151851,0.6344599899007146,2.6817684197191674,0.5450331140504907,3.1453685621238128,0.5248717417496109,0.8236714975845411,0.7632850241545893,0.9178743961352657,0.8695652173913043
yeong,S04005,chl-a,169,0.02781858574955376,0.9859926035475348,0.9349846406524723,-0.06265338185311964,15.262877489406469,0.18151549016747837,0.7337278106508875,0.7928994082840237,0.8284023668639053,0.8757396449704142
yeong,S04007,chl-a,432,0.49006904936827567,0.7140944969902263,2.0403092902033495,0.4094294944457396,1.2439250585367498,0.4601953077640496,0.8472222222222222,0.8194444444444444,0.9421296296296297,0.9097222222222222
yeong,S04008,chl-a,418,0.2987745457860289,0.8373920552608385,-0.10541138961970163,0.2673960348840284,4.636484018140096,0.44259355199766737,0.7464114832535885,0.8181818181818182,0.868421052631579,0.9019138755980861
yeong,S04009,chl-a,399,0.5558504342341122,0.6664454709620944,0.9043067369181939,0.4467685165902021,4.490300687664968,0.4620477589990759,0.6641604010025063,0.7919799498746867,0.8145363408521303,0.9072681704260651
