river,station,target,n,nse,rsr,pbias,pers_nse,crps,crps_skill,cov80_raw,cov80_cal,cov90_raw,cov90_cal
geum,S03003,tn,419,0.7095557232603839,0.5389288234448183,1.4028876606253196,0.6775853925993808,0.12218337415589717,0.5839481423910164,0.801909307875895,0.8138424821002387,0.8926014319809069,0.9140811455847255
geum,S03004,tn,313,0.7930771280865294,0.45488775748910915,-1.1637753976705787,0.7359699597443867,0.2400628544404335,0.6282673625767253,0.7188498402555911,0.8146964856230032,0.8562300319488818,0.9169329073482428
geum,S03005,tn,394,0.8385139006347041,0.4018533306634348,-0.8034140561955225,0.8209654814357032,0.20455688115949014,0.6783225705365876,0.7385786802030457,0.7918781725888325,0.8553299492385786,0.9010152284263959
geum,S03007,tn,427,0.45510109374970154,0.7381726805093091,2.1953367517778246,0.44940028646055774,0.1905229654356238,0.4746667022591553,0.7845433255269321,0.775175644028103,0.8571428571428571,0.8805620608899297
geum,S03008,tn,408,0.808533853965349,0.4375684472567131,0.34699081235077095,0.7982640618193937,0.05688459500880116,0.7004597083566397,0.7818627450980392,0.8161764705882353,0.8848039215686274,0.9093137254901961
geum,S03009,tn,415,0.7510014994334562,0.4989974955513743,1.652913423128248,0.690364136655286,0.056625094101218534,0.6126292012456178,0.8337349397590361,0.8289156626506025,0.908433734939759,0.927710843373494
geum,S03010,tn,387,0.6854178596865832,0.5608762254842121,1.7580995689141274,0.6407743180949602,0.18236590131197547,0.5609887226059203,0.7054263565891473,0.7803617571059431,0.8217054263565892,0.8888888888888888
geum,S03011,tn,387,0.7954459912435801,0.45227647380382274,0.05170339115623839,0.7710467312028382,0.12225992044353864,0.6703754211228523,0.7131782945736435,0.7906976744186046,0.8191214470284238,0.9069767441860465
geum,S03012,tn,425,0.7079999759697178,0.5403702656792676,0.8595048001716634,0.659215279941778,0.18649046358937155,0.6120403933144277,0.7717647058823529,0.7952941176470588,0.8541176470588235,0.8941176470588236
geum,S03013,tn,153,0.5817931265811951,0.6466891629050273,-1.6079898342795151,0.500153387919391,0.24570872175544584,0.4996461590261265,0.7320261437908496,0.8300653594771242,0.8235294117647058,0.9150326797385621
geum,S03014,tn,366,0.6730617429343009,0.5717851493924087,-0.7423333250245217,0.6462807250786295,0.1675926369206984,0.5653316690797184,0.6994535519125683,0.7978142076502732,0.8142076502732241,0.9153005464480874
han,S01001,tn,388,0.7238377836075713,0.5255113855973329,-0.3949276580466826,0.6849849139181883,0.06452960736913362,0.6029006696150598,0.7164948453608248,0.8195876288659794,0.845360824742268,0.9175257731958762
han,S01002,tn,322,0.4363612558014893,0.7507587789686583,1.282364674721474,0.4161966632753137,0.19364700643889446,0.384062112123556,0.7515527950310559,0.8167701863354038,0.8757763975155279,0.9130434782608695
han,S01005,tn,358,0.5727829063727071,0.6536184618164429,0.08213244909080747,0.5523105261678706,0.13792888399711317,0.4996497651719468,0.7318435754189944,0.835195530726257,0.8547486033519553,0.9106145251396648
han,S01007,tn,310,0.7233685473706564,0.5259576528859938,-1.5985006835977447,0.6304768828966898,0.15231823135099015,0.5517768280681581,0.7354838709677419,0.8193548387096774,0.8709677419354839,0.9258064516129032
han,S01010,tn,420,0.3171874617765964,0.8263247171804821,0.6367666795888307,0.19688644476016526,0.05585432138525325,0.43042788200407245,0.8142857142857143,0.7880952380952381,0.9047619047619048,0.9119047619047619
han,S01012,tn,396,0.6519213393539549,0.5899819155245736,-0.678326219685032,0.6167152273747305,0.0660195200584833,0.5239086433894197,0.8005050505050505,0.8383838383838383,0.8686868686868687,0.9141414141414141
han,S01014,tn,292,0.1698893323561398,0.9111040926501539,0.33872513387260483,0.1016105272353891,0.20492206821213937,0.28353673020449544,0.6815068493150684,0.863013698630137,0.815068493150685,0.9212328767123288
han,S01015,tn,381,0.489630189975783,0.7144017147405352,0.199694704726193,0.43372842683467205,0.15220812026032512,0.5128865507190903,0.7611548556430446,0.7979002624671916,0.8608923884514436,0.9002624671916011
