river,station,target,n,nse,nse_persistence,coverage80_raw,coverage80_cal,rmse,median_abs_q50_minus_persistence
geum,S03010,tp,371,0.4839149804796482,0.27004006968558636,0.7762803234501348,0.816711590296496,0.02120143955275471,0.001482806944598753
geum,S03011,do,400,0.7500454850054215,0.7184015849540574,0.76,0.805,1.055338400014525,0.2241249183813725
geum,S03011,tn,387,0.7954459912435801,0.7710467312028382,0.7131782945736435,0.7906976744186046,0.3123316256272142,0.036934976776440864
geum,S03011,toc,374,0.46716621334701125,0.35630523894082133,0.7807486631016043,0.7887700534759359,0.2604093540137919,0.03464251259962703
geum,S03011,tp,381,0.42397381667806255,0.3506282761660987,0.800524934383202,0.8057742782152231,0.007474492566957912,0.000595226748070369
geum,S03012,do,257,0.07150058402029058,-0.18239765704115318,0.7859922178988327,0.8054474708171206,1.4645905239462345,0.3520611921946202
geum,S03012,tn,425,0.7079999759697178,0.659215279941778,0.7717647058823529,0.7952941176470588,0.47312095904438617,0.05932271480560303
geum,S03012,toc,428,0.3560480576533883,-0.06625119239924415,0.7873831775700935,0.8317757009345794,0.5428584296829889,0.07069889207681013
geum,S03012,tp,425,0.07948632681558665,-0.34948240606762115,0.8094117647058824,0.8117647058823529,0.01663256931561822,0.0018341031391173601
geum,S03013,chl-a,161,0.2900422585958985,0.10230237773344064,0.6956521739130435,0.8322981366459627,8.593906942909491,1.6255154609680176
geum,S03013,do,164,-0.1613335304270287,-0.42449910817193226,0.676829268292683,0.7621951219512195,1.6910316036954505,0.29227041062854653
geum,S03013,tn,153,0.5817931265811951,0.500153387919391,0.7320261437908496,0.8300653594771242,0.5566615694993569,0.1402666171391802
geum,S03013,toc,142,-0.0988731656832662,-0.16129497936943515,0.6971830985915493,0.8098591549295775,0.7987905782803867,0.21710471312205026
geum,S03013,tp,153,0.023527066004041752,-0.47935758149507546,0.6470588235294118,0.7908496732026143,0.025232785738234585,0.003161052862803139
geum,S03014,chl-a,379,0.6550841165553839,0.5977079404144874,0.6939313984168866,0.762532981530343,1.6412846569950466,0.11189937094847363
geum,S03014,do,375,0.8005274314402216,0.808187839639283,0.7546666666666667,0.8213333333333334,0.882616038788793,0.14172573884328266
geum,S03014,tn,366,0.6730617429343009,0.6462807250786295,0.6994535519125683,0.7978142076502732,0.39644558390289414,0.05510086814562487
geum,S03014,toc,375,0.5099118313988034,0.36707732359722867,0.7626666666666667,0.792,0.3429493034288843,0.04461751554323279
geum,S03014,tp,377,-0.10610802583166912,-0.3430388047169455,0.7241379310344828,0.7851458885941645,0.012077600548958579,0.001064592506736517
han,S01001,chl-a,406,0.37396124495271565,0.22097038623319265,0.7807881773399015,0.8029556650246306,8.247492905176804,0.5920041998227434
han,S01001,do,397,0.8649600796037517,0.8418011339042114,0.7128463476070529,0.8387909319899244,0.6989475732673295,0.11666882038116455
han,S01001,tn,388,0.7238377836075713,0.6849849139181883,0.7164948453608248,0.8195876288659794,0.15889753840440796,0.01829983429475268
han,S01001,toc,382,0.732384319218411,0.6662449073602666,0.824607329842932,0.7984293193717278,0.17389474328167817,0.028132523099581364
han,S01001,tp,366,0.3027490900530666,0.0345674233371317,0.8360655737704918,0.7978142076502732,0.00246760024900719,0.00023753502076336486
